COMPTE,SUJET,ENTITE__APPORTEUR,LEAD__RESP,ASSOCIE,STEP,PROB,SELL_ON,CODE_TOTEM,CA_BT__N__KE,CA_SST_INTERNE__N__KE,CA_SST_EXTERNE__N__KE,CA_MARKUP__N__KE,DONT_PCA__N_MOINS_1___KE,CA__N_PLUS_1___KE,COMMENTAIRES,DATE_DE_DEBUT_PREVUE_MISSION,OFFRE_PRINCIPALE,SECTEUR,GROUPE,TOTAL_CA_VENDU_N__KE,CA_BT_PONDERE__N__KE,D_QUALIF,D_DEBUT_REDACT°_PROPALE,D_ENVOI__PROPALE,D_GAIN,D_CLOTURE__PERTE,WEEK,DATE_REF
TOTAL,IIF - Accompagnement dans la création d'une filiale,WBT,MLN,ORE,3 - Emise,0.6,Oui,TOTXXX,50.0,NA,NA,NA,NA,NA,NA,2017-03-30T00:00:00Z,Digital Innovation,Industrie,TOTAL,30.0,30.0,NA,2016-10-14T00:00:00Z,2016-11-29T00:00:00Z,NA,NA,16.0,2017-04-16
TOTAL,Gouvernance des données - accompagnement DSI,WBT,SMA,ORE,1 - Qualifiée,0.2,Non,NA,25.0,NA,NA,NA,NA,NA,NA,NA,ETM,Industrie,TOTAL,5.0,5.0,2017-03-30T00:00:00Z,NA,NA,NA,NA,16.0,2017-04-16
Unibail-Rodamco,Accompagnement Stratégie SI - sell on,WBT,GDE,JSO,4 - Gagnée,1.0,Oui,UNI002,65.0,NA,NA,NA,NA,NA,"Closing2016/0411 : commande actuelle de 80k€ qui couvre jusqu'au 9 décembre, date de départ en congés de GDE. Bilan avec le client lundi 21/11 + le 7/12",NA,ETM,Service,Unibail-Rodamco,65.0,65.0,NA,2016-10-31T00:00:00Z,NA,2016-11-22T00:00:00Z,NA,16.0,2017-04-16
Unibail-Rodamco,Accompagnement Stratégie SI - sell on 2,WBT,GDE,JSO,3 - Emise,0.8,Oui,UNIXXX,82.0,NA,NA,NA,NA,NA,go de principe du client le 29/03,2017-04-04T00:00:00Z,ETM,Service,Unibail-Rodamco,65.60000000000001,65.60000000000001,NA,2017-03-27T00:00:00Z,2017-04-04T00:00:00Z,NA,NA,16.0,2017-04-16
Valeo,Sensibilisation TOGAF,WIES,OGR,OGR,0 - A qualifier,0.2,Non,NA,10.0,NA,NA,NA,NA,NA,NA,NA,ETM,Industrie,Valeo,2.0,2.0,NA,NA,NA,NA,NA,16.0,2017-04-16
Weave,Bascule Office 365,WBT,THU,ORE,4 - Gagnée,1.0,Oui,*WA009,27.16,NA,NA,NA,NA,NA,Montant proraté avec CJM 2017,NA,Transformation,service,Weave,27.16,27.16,NA,NA,NA,2016-10-01T00:00:00Z,NA,16.0,2017-04-16
Weave,Bascule Office 365 Appui au déploiement BT & Airmis,WBT,THU,ORE,3 - Emise,0.4,Oui,*WA009,12.0,NA,NA,NA,NA,NA,Montant à confirmer,2017-02-01T00:00:00Z,Transformation,service,Weave,4.800000000000001,4.800000000000001,NA,NA,2017-02-27T00:00:00Z,NA,NA,16.0,2017-04-16
Weave,WG - Design Thinking Managers,WBT,MMO,MMO,4 - Gagnée,1.0,Oui,*WG011,6.5,NA,NA,NA,NA,NA,Montant éventuellement à reconduire,NA,Digital Innovation,service,Weave,6.5,6.5,NA,NA,NA,2017-04-07T00:00:00Z,NA,16.0,2017-04-16
Weave Banque,Datalab - Coach Financier,WBan,JDO,ORE,4 - Gagnée,1.0,Non,WFS001,10.0,NA,NA,NA,0.0,NA,Voir le financement entre Ore & Alexandre M.,NA,Data,Banque,Weave,10.0,10.0,NA,NA,NA,2017-02-09T00:00:00Z,NA,16.0,2017-04-16
XXX,Audit Cartes SIMM,WBT,MSU,OGR,0 - A qualifier,0.4,Non,NA,40.0,NA,NA,NA,NA,NA,NA,NA,ETM,Service,xxx,16.0,16.0,NA,NA,NA,NA,NA,16.0,2017-04-16
Accor,Stratégie Infrastructure Cloud,WBT,----,OGR,0 - A qualifier,0.2,Oui,NA,10.0,NA,NA,NA,NA,NA,OGR - Doc émis 12/10,NA,Digital Innovation,Service,Accor,2.0,2.0,NA,2016-12-20T00:00:00Z,NA,NA,2016-09-23T00:00:00Z,17.0,2017-04-23
ADBS,IIF - Hacking Business Model,WBT,MBO,PDOM,4 - Gagnée,1.0,Non,ADBS001,22.05,NA,8.4,NA,NA,NA,NA,NA,Digital Innovation,Banque,ADBS,30.450000000000003,22.05,NA,2017-01-31T00:00:00Z,2017-02-13T00:00:00Z,2017-03-01T00:00:00Z,NA,17.0,2017-04-23
Adeo,IIF - Cadrage maturité digitale collaborateurs,WBT,MLN,MMO,3 - Emise,0.4,Non,NA,250.0,NA,NA,NA,NA,NA,4 sociétés consultées ; Décision reportée à fin Janvier / Début Février suite à changement de configuration projet,2017-11-15T00:00:00Z,Digital Innovation,Service,Adeo,100.0,100.0,NA,2016-10-11T00:00:00Z,2016-11-15T00:00:00Z,NA,NA,17.0,2017-04-23
Advitam,Schéma Directeur Numérique,WBT,JDO,BES,4 - Gagnée,1.0,Non,ADVI001,37.0,NA,66.0,NA,NA,NA,NA,NA,Digital Innovation,Service,Advitam,103.0,37.0,NA,2016-03-24T00:00:00Z,2016-04-04T00:00:00Z,2016-06-21T00:00:00Z,NA,17.0,2017-04-23
Advitam,Roadmap intranet Sesame,WBT,JDO,BES,4 - Gagnée,1.0,Oui,ADVI001,12.0,NA,13.0,NA,NA,NA,NA,NA,Digital Innovation,Service,Advitam,25.0,12.0,NA,2016-11-22T00:00:00Z,NA,2017-01-09T00:00:00Z,NA,17.0,2017-04-23
AG2R,Data Science - Score attrition,WBT,SMA,BES,5 - No follow,0.0,Non,NA,50.0,NA,NA,NA,NA,NA,"Début de mission en février, confirmation 2eme quinzaine de janvier",NA,Data,Assurance,AG2R,0.0,0.0,NA,2016-11-22T00:00:00Z,NA,NA,2017-03-28T00:00:00Z,17.0,2017-04-23
AG2R,Diagnostic de l'activité d'architecture ,Airmis,LPE,GLE,4 - Gagnée,1.0,Non,AG2R001,17.0,NA,NA,NA,NA,NA,Passage de GLE en tant qu'associé sur le job,2017-03-15T00:00:00Z,ETM,Assurance,AG2R,17.0,17.0,NA,NA,2017-02-20T00:00:00Z,2017-03-21T00:00:00Z,NA,17.0,2017-04-23
AG2R,Accompagnement Cadrage CRM ,Airmis,JVE,JSO,7 - Perdue,0.0,Non,NA,50.0,NA,NA,NA,0.0,NA,NA,NA,Data,Assurance,AG2R,0.0,0.0,NA,NA,2017-02-13T00:00:00Z,NA,2017-02-14T00:00:00Z,17.0,2017-04-23
AG2R,IIF - Priorités de la Direction de l'innovation ,Airmis,MLN,MMO,7 - Perdue,0.0,Non,NA,25.0,NA,NA,NA,NA,NA,Report à Janvier suite à l'arrivée d'un nouveau Directeur Digital et Innovation,NA,Digital Innovation,Assurance,AG2R,0.0,0.0,NA,NA,2016-12-02T00:00:00Z,NA,2017-02-21T00:00:00Z,17.0,2017-04-23
AG2R,IDF Architecture,Airmis,JSO,JSO,1 - Qualifiée,0.2,Non,NA,50.0,NA,NA,NA,NA,NA,NA,NA,ETM,Assurance,AG2R,10.0,10.0,2017-01-20T00:00:00Z,NA,2016-12-02T00:00:00Z,NA,NA,17.0,2017-04-23
AGA,Assistance ABS + Innovation,WBT,MLN,JSO,4 - Gagnée,1.0,Oui,ALL011,8.0,NA,NA,NA,NA,NA,NA,NA,Transformation,Assurance,AGA,8.0,8.0,NA,NA,NA,2017-02-06T00:00:00Z,NA,17.0,2017-04-23
Akiem,Refonte processus  & SI Akiem (sell on),WIES,MSU,OGR,5 - No follow,0.0,Oui,NA,10.0,NA,NA,NA,NA,NA,En standby,NA,ETM,Para-public,SNCF,0.0,0.0,2016-04-07T00:00:00Z,NA,2016-11-16T00:00:00Z,2016-06-09T00:00:00Z,2017-03-21T00:00:00Z,17.0,2017-04-23
Akiem,CDP Technique transformation SI,WIES,MLO,OGR,0 - A qualifier,0.4,Oui,WM/AKIXXX,32.0,NA,NA,NA,NA,NA,"Sell on mission schéma directeur IT, besoin accompagnement CDP technique / architecte en binome avec un CDP métier coté IES",NA,ETM,Para-public,SNCF,12.8,12.8,NA,NA,NA,NA,NA,17.0,2017-04-23
Altarea,Accompagnement SDSI,WBT,MLO,JSO,4 - Gagnée,1.0,Oui,ALT002,28.0,NA,NA,NA,NA,NA,NA,NA,ETM,Retail,Altarea,28.0,28.0,NA,2017-03-13T00:00:00Z,2017-03-27T00:00:00Z,2017-03-28T00:00:00Z,NA,17.0,2017-04-23
Altarea,Transformation digitale,WBT,MLN,JSO/MMO,4 - Gagnée,1.0,Oui,ALT001,29.8,NA,NA,NA,NA,NA,Processus de décision lent et évolution du besoin client par rapport à la demande initale ; Report à 2017,NA,Digital Innovation,Retail,Altarea,29.8,29.8,2016-11-04T00:00:00Z,2017-01-16T00:00:00Z,2017-02-13T00:00:00Z,2017-02-27T00:00:00Z,NA,17.0,2017-04-23
Aperam,Coaching cellule architecture - S1 2017,WIES,JPG,OGR,5 - No follow,0.0,Non,NA,208.0,NA,NA,NA,NA,NA,09/03 : Réorganisation client en cours. Nouvelle approche commerciale à construire,NA,ETM,Industrie,ArcelorMittal,0.0,0.0,NA,2016-12-12T00:00:00Z,2017-01-06T00:00:00Z,NA,2017-03-09T00:00:00Z,17.0,2017-04-23
Athome,Vision Stratégique IT,WBan,JSO,JSO,5 - No follow,0.0,Non,NA,100.0,NA,NA,NA,NA,NA,NA,NA,Transformation,Service,Athome,0.0,0.0,NA,NA,2017-03-13T00:00:00Z,NA,2017-04-11T00:00:00Z,17.0,2017-04-23
Avril,IIF - POC Traçabilité Matines,WIES,MBO,BES,5 - No follow,0.0,Non,NA,20.0,NA,NA,NA,NA,NA,NA,NA,Digital Innovation,Banque,Avril,0.0,0.0,NA,2017-02-07T00:00:00Z,NA,NA,2017-03-21T00:00:00Z,17.0,2017-04-23
AXA Banque,Mise en place roadmap digitale (S1 2017),WBT,MBO,ORE,4 - Gagnée,1.0,Non,AXA053,8.24,NA,78.4,NA,NA,NA,NA,NA,Digital Innovation,Banque,AXA,86.64,8.24,2016-12-09T00:00:00Z,NA,NA,2017-02-16T00:00:00Z,NA,17.0,2017-04-23
AXA CS,IDF - Séminaire structuration du catalogue de services,WBT,JPG,ORE,1 - Qualifiée,0.2,Non,NA,5.0,NA,NA,NA,NA,NA,NA,NA,ETM,Assurance,AXA,1.0,1.0,2017-03-03T00:00:00Z,2016-10-13T00:00:00Z,NA,NA,NA,17.0,2017-04-23
AXA CS,IDF - CP technique international T1 2017 (SST ext),WBT,JLF,ORE,4 - Gagnée,1.0,Oui,AXA050,NA,1.4000000000000001,9.799999999999999,NA,NA,NA,NA,2016-12-15T00:00:00Z,ETM,Assurance,AXA,11.2,0.0,NA,NA,NA,2017-01-30T00:00:00Z,2017-01-17T00:00:00Z,17.0,2017-04-23
AXA CS,IDF - Architecture solution T1 2017,WBT,JLF,ORE,4 - Gagnée,1.0,Oui,AXA050,65.25,NA,NA,NA,NA,NA,NA,2016-12-15T00:00:00Z,ETM,Assurance,AXA,65.25,65.25,NA,NA,NA,2017-01-01T00:00:00Z,NA,17.0,2017-04-23
AXA CS,IDF - Support au pôle architecture T1 2017,WBT,JLF,ORE,4 - Gagnée,1.0,Oui,AXA050,17.0,NA,NA,NA,NA,NA,NA,2016-12-15T00:00:00Z,ETM,Assurance,AXA,17.0,17.0,NA,NA,NA,2017-01-01T00:00:00Z,NA,17.0,2017-04-23
AXA CS,IDF - Catalogue des composants,WBT,JLF,ORE,4 - Gagnée,1.0,Non,AXA050,29.0,NA,NA,NA,NA,NA,NA,2017-01-10T00:00:00Z,ETM,Assurance,AXA,29.0,29.0,NA,2017-01-20T00:00:00Z,2017-01-30T00:00:00Z,2017-02-01T00:00:00Z,NA,17.0,2017-04-23
AXA CS,IDF - Support au pôle architecture T2 2017,WBT,JPG,ORE,5 - No follow,0.0,Oui,NA,85.0,NA,NA,NA,NA,NA,NA,NA,ETM,Assurance,AXA,0.0,0.0,NA,NA,NA,NA,2017-04-10T00:00:00Z,17.0,2017-04-23
AXA CS,IDF - Architecture solution T2 2017,WBT,JPG,ORE,2 - A émettre,0.4,Oui,AXA050,37.41,NA,NA,NA,NA,NA,AO en cours,2017-04-14T00:00:00Z,ETM,Assurance,AXA,14.963999999999999,14.963999999999999,NA,2017-02-15T00:00:00Z,NA,NA,NA,17.0,2017-04-23
AXA CS,IDF - CP technique international T2 2017 (SST ext),WBT,JLF,ORE,7 - Perdue,0.0,Oui,NA,48.0,NA,NA,NA,NA,NA,NA,2017-02-01T00:00:00Z,ETM,Assurance,AXA,0.0,0.0,NA,NA,NA,NA,2017-02-03T00:00:00Z,17.0,2017-04-23
AXA CS,IDF - Architecture data (SST Airmis),WBT,JPG,ORE,4 - Gagnée,1.0,Non,AXA050,1.2,NA,54.0,NA,NA,NA,NA,2017-03-10T00:00:00Z,ETM,Assurance,AXA,55.2,1.2,NA,NA,2017-03-03T00:00:00Z,2017-03-26T00:00:00Z,NA,17.0,2017-04-23
AXA CS,IDF - Cloudification du SI,WBT,JPG,ORE,0 - A qualifier,0.2,Non,AXA050,20.0,NA,NA,NA,NA,NA,NA,2017-04-30T00:00:00Z,ETM,Assurance,AXA,4.0,4.0,NA,NA,NA,NA,NA,17.0,2017-04-23
AXA CS,IDF - KPIs pour piloter la sécurité,WBT,SMA,ORE,1 - Qualifiée,0.2,Non,AXA050,30.0,NA,NA,NA,NA,NA,NA,NA,ETM,Assurance,AXA,6.0,6.0,NA,NA,NA,NA,NA,17.0,2017-04-23
AXA CS,IDF - Data Quality study,WBT,SMA,ORE,1 - Qualifiée,0.2,Non,AXA050,30.0,NA,NA,NA,NA,NA,NA,NA,ETM,Assurance,AXA,6.0,6.0,NA,NA,NA,NA,NA,17.0,2017-04-23
AXA CS,IDF - Architecture solution T3 2017,WBT,JPG,ORE,1 - Qualifiée,0.2,Oui,NA,37.41,NA,NA,NA,NA,NA,NA,2017-06-01T00:00:00Z,ETM,Assurance,AXA,7.481999999999999,7.481999999999999,2017-03-21T00:00:00Z,NA,NA,NA,NA,17.0,2017-04-23
AXA CS,IDF - Architecture solution T4 2017,WBT,JPG,ORE,1 - Qualifiée,0.2,Oui,NA,42.63,NA,NA,NA,NA,NA,NA,2017-09-01T00:00:00Z,ETM,Assurance,AXA,8.526000000000002,8.526000000000002,2017-03-21T00:00:00Z,NA,NA,NA,NA,17.0,2017-04-23
AXA CS,IIF - Hacking Days pour valoriser vos hauts potentiels ,WBT,MBO,ORE,6 - En sommeil,0.0,Non,NA,35.0,NA,NA,NA,NA,NA,NA,NA,Digital Innovation,Assurance,AXA,0.0,0.0,2016-10-26T00:00:00Z,2016-11-02T00:00:00Z,2017-01-10T00:00:00Z,NA,2017-03-13T00:00:00Z,17.0,2017-04-23
AXA CS,IDF - Budget weave sur AXA CS 2017 hors régie ,WBT,JPG,ORE,0 - A qualifier,0.4,Oui,AXA050,220.0,NA,NA,NA,NA,NA,NA,NA,ETM,Assurance,AXA,88.0,88.0,NA,NA,NA,NA,NA,17.0,2017-04-23
AXA France,PO Data Client - suite,WBT,JDO,JSO,4 - Gagnée,1.0,Oui,AXA052,71.5,NA,NA,NA,NA,NA,NA,NA,ETM,Assurance,AXA,71.5,71.5,2016-11-22T00:00:00Z,2016-11-22T00:00:00Z,NA,2016-12-08T00:00:00Z,NA,17.0,2017-04-23
AXA France,Dispostitf Data Client Suite,WBT,JDO,JSO,4 - Gagnée,1.0,Oui,AXA051,249.0,NA,NA,NA,NA,NA,"Complément du staffing pour S1 de JDO / MDU
Nouveaux staffing de NSU sur S1",NA,ETM,Assurance,AXA,249.0,249.0,2016-12-13T00:00:00Z,2017-01-06T00:00:00Z,2017-01-16T00:00:00Z,2017-01-20T00:00:00Z,NA,17.0,2017-04-23
Banque de France,Architecture d'entreprise,WBT,MLO,OGR,4 - Gagnée,1.0,Oui,BDF001,89.0,NA,NA,NA,NA,NA,NA,NA,ETM,Banque,Banque de France,89.0,89.0,NA,NA,2016-02-27T00:00:00Z,2016-09-07T00:00:00Z,NA,17.0,2017-04-23
Banque de France,Cadrage Data Lake ,WBT,MLO,OGR,4 - Gagnée,1.0,Oui,BDF001,53.0,NA,NA,NA,NA,NA,NA,NA,ETM,Banque,Banque de France,53.0,53.0,NA,NA,2016-02-27T00:00:00Z,2016-09-07T00:00:00Z,NA,17.0,2017-04-23
Banque de France,Architecture d'entreprise Suite 2017,WBT,MLO,OGR,3 - Emise,0.8,Oui,BDF001,216.0,NA,NA,NA,NA,NA,NA,2017-04-07T00:00:00Z,ETM,Banque,Banque de France,172.8,172.8,NA,2017-03-13T00:00:00Z,2017-04-07T00:00:00Z,2016-09-07T00:00:00Z,NA,17.0,2017-04-23
Banque de France,Architecture Entreprise : SI DATA,WBT,MLO,OGR,4 - Gagnée,1.0,Oui,BDF001,80.0,NA,NA,NA,NA,NA,NA,NA,ETM,Banque,Banque de France,80.0,80.0,NA,NA,2016-02-27T00:00:00Z,2017-03-16T00:00:00Z,NA,17.0,2017-04-23
Banque de France,IIF - Création LAB - Lot 1,WBT,MBO,OGR,7 - Perdue,0.0,Non,NA,209.0,NA,NA,NA,0.0,NA,NA,NA,Digital Innovation,Banque,Banque de France,0.0,0.0,NA,NA,2017-01-31T00:00:00Z,NA,2017-03-01T00:00:00Z,17.0,2017-04-23
Banque de France,IIF - Création LAB - Lot 2,WBT,MBO,OGR,7 - Perdue,0.0,Non,NA,209.0,NA,NA,NA,0.0,NA,NA,NA,Digital Innovation,Banque,Banque de France,0.0,0.0,NA,NA,2017-01-31T00:00:00Z,NA,2017-03-01T00:00:00Z,17.0,2017-04-23
Banque de France,Digitalisation des processus ,WBT,MLO,OGR,7 - Perdue,0.0,Non,NA,209.0,NA,NA,NA,NA,NA,NA,2017-02-27T00:00:00Z,Digital Innovation,Banque,Banque de France,0.0,0.0,NA,2017-02-21T00:00:00Z,2017-03-02T00:00:00Z,NA,2017-03-29T00:00:00Z,17.0,2017-04-23
Banque de France,Refonte Catalogue de services,WBT,OGR,OGR,6 - En sommeil,0.0,Non,NA,100.0,NA,NA,NA,NA,NA,OGR 9.02 : Date de revue client à caler pour GO de principe with Airmis (capitalisation sur E. Seguin) ,NA,ETM,Banque,Banque de France,0.0,0.0,NA,NA,NA,NA,2017-04-10T00:00:00Z,17.0,2017-04-23
Banque de France,Optimisation des processus ,WBT,MLO,OGR,5 - No follow,0.0,Non,NA,209.0,NA,NA,NA,NA,NA,NA,2017-03-23T00:00:00Z,Transformation,Banque,Banque de France,0.0,0.0,NA,NA,NA,NA,2017-04-10T00:00:00Z,17.0,2017-04-23
Banque de France ,Accompagnement E.Parmeland ,WBT,MLO,OGR,0 - A qualifier,0.2,Non,BDF001,50.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.0,2017-04-23
Banque Privée 1818,Innovation et Transformation Digitale,WBT,JSO,MMO,5 - No follow,0.0,Non,NA,20.0,NA,NA,NA,NA,NA,JSO : Requalifier le besoin avec la cliente,NA,Digital Innovation,Banque,BPCE,0.0,0.0,NA,NA,NA,NA,2017-01-06T00:00:00Z,17.0,2017-04-23
Banque Privée 1818,Suites Digital Day,WBT,MBO,MMO,5 - No follow,0.0,Oui,NA,48.0,NA,NA,NA,NA,NA,SMA : propale envoyé le 16/09/2016,NA,Digital Innovation,Banque,BPCE,0.0,0.0,NA,NA,2016-09-16T00:00:00Z,NA,2017-01-06T00:00:00Z,17.0,2017-04-23
Banque Privée 1818,Connaissance client et programme relationnel,WBT,SMA,MMO,5 - No follow,0.0,Non,NA,48.0,NA,NA,NA,NA,NA,"Closing2016/0411 : Proposition appréciée mais peu challengée à l’oral, contexte politique compliqué, avec plusieurs directions à mobiliser pour sponsoriser le projet. ",NA,Digital Innovation,Banque,BPCE,0.0,0.0,NA,NA,2016-09-16T00:00:00Z,NA,2017-04-06T00:00:00Z,17.0,2017-04-23
Banque Privée 1818,IIF - Foire Digitale 2017,WBT,MBO,ORE,4 - Gagnée,1.0,Non,BP002,10.0,NA,2.0,NA,NA,NA,NA,NA,Digital Innovation,Banque,BPCE,12.0,10.0,NA,NA,2017-01-06T00:00:00Z,2017-01-18T00:00:00Z,NA,17.0,2017-04-23
Banque Privée 1818,IIF - Définition Trajectoire Digitale,WBT,MBO,ORE,2 - A émettre,0.6,Non,BPXXX,10.0,NA,NA,NA,NA,NA,NA,2017-04-10T00:00:00Z,Digital Innovation,Banque,BPCE,6.0,6.0,NA,2017-04-07T00:00:00Z,2017-01-06T00:00:00Z,2017-01-18T00:00:00Z,NA,17.0,2017-04-23
Barclays,Analyse Solution SAB Crédit,WBan,JSO,JPR,0 - A qualifier,0.2,Non,NA,10.0,NA,NA,NA,0.0,NA,NA,NA,ETM,Banque,Barclays,2.0,2.0,NA,NA,NA,NA,NA,17.0,2017-04-23
Barclays,Pilotage Stratégique Changement CBS,WBT,JSO,JPR,0 - A qualifier,0.2,Non,NA,10.0,NA,NA,NA,0.0,NA,NA,NA,Transformation,Banque,Barclays,2.0,2.0,NA,NA,NA,NA,NA,17.0,2017-04-23
BIT,IIF - LXP,WBT,MLN,ORE,4 - Gagnée,1.0,Non,AUD003,1.679,NA,NA,NA,NA,NA,Learning Expedition au Beejing Institute Technology ,NA,Digital Innovation,Banque,AUDENCIA,1.679,1.679,NA,NA,NA,2017-02-06T00:00:00Z,NA,17.0,2017-04-23
BNPP - BDDF,Cadrage et mise en oeuvre appllication mobile salariés,WBT,SMA,BES,5 - No follow,0.0,Oui,NA,70.0,NA,NA,NA,NA,NA,NA,NA,Data,Banque,BNP Paribas,0.0,0.0,2016-11-07T00:00:00Z,2016-11-08T00:00:00Z,NA,NA,2017-02-09T00:00:00Z,17.0,2017-04-23
BNPP - Digital Working,Big Data et Compliance,WBT,SMA,BES,5 - No follow,0.0,Non,NA,60.0,NA,NA,NA,NA,NA,BES 11.03 : Réponse le 16/03,NA,Data,Banque,BNP Paribas,0.0,0.0,NA,2016-03-07T00:00:00Z,2016-09-06T00:00:00Z,NA,2017-03-28T00:00:00Z,17.0,2017-04-23
BNPP - IRB Lab Innovation,Assitance à la mise en place d'un Lab Innovation,WBT,BMO,GCH,5 - No follow,0.0,Non,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data,Banque,BNP Paribas,0.0,0.0,NA,NA,NA,NA,2017-04-04T00:00:00Z,17.0,2017-04-23
Bouygues Immobilier,IIF - Design Fiction,WBT,MLN,ORE,4 - Gagnée,1.0,Oui,ATR001,4.7,NA,NA,NA,NA,NA,NA,NA,Digital Innovation,Service,Bouygues,4.7,4.7,NA,2016-11-15T00:00:00Z,NA,2017-01-23T00:00:00Z,NA,17.0,2017-04-23
Bouygues Immobilier,IIF - Atelier de restitution de la Fiction,WBT,MLN,ORE,5 - No follow,0.0,Oui,NA,5.0,NA,NA,NA,NA,NA,NA,NA,Digital Innovation,Service,Bouygues,0.0,0.0,NA,2016-11-15T00:00:00Z,NA,NA,2017-03-31T00:00:00Z,17.0,2017-04-23
Bouygues Immobilier,IIF - Sprint Design,WBT,MLN,ORE,3 - Emise,0.4,Oui,ATRXXX,20.0,NA,NA,NA,NA,NA,NA,2017-03-15T00:00:00Z,Digital Innovation,Service,Bouygues,8.0,8.0,NA,2017-02-14T00:00:00Z,2017-03-31T00:00:00Z,NA,NA,17.0,2017-04-23
Bouygues Immobilier,IIF - Design Thinking,WBT,MLN,ORE,3 - Emise,0.6,Oui,NA,15.0,NA,NA,NA,NA,NA,NA,2017-04-14T00:00:00Z,NA,NA,NA,NA,NA,NA,2017-04-14T00:00:00Z,2017-04-14T00:00:00Z,NA,NA,17.0,2017-04-23
BPCE - Caisse d'Epargne,Datalab - Evolution moteur de recommandation - lot 3,WBan,JDO,BES,5 - No follow,0.0,Oui,NA,25.0,NA,NA,NA,NA,NA,Sell on sur le moteur de recommandation pour optimiser les performances - Data Externe,NA,Data,Banque,BPCE,0.0,0.0,2016-10-05T00:00:00Z,2016-10-08T00:00:00Z,2016-10-12T00:00:00Z,NA,2017-01-17T00:00:00Z,17.0,2017-04-23
BPCE - Caisse d'Epargne,Datalab - Evolution moteur de recommandation - lot 2,WBan,JDO,BES,5 - No follow,0.0,Oui,NA,45.0,NA,NA,NA,NA,NA,Sell on sur le moteur de recommandation pour optimiser les performances - produit optionnés,NA,Data,Banque,BPCE,0.0,0.0,2016-10-05T00:00:00Z,2016-10-08T00:00:00Z,2016-11-09T00:00:00Z,NA,2017-01-17T00:00:00Z,17.0,2017-04-23
BPCE - Caisse d'Epargne,Datalab - Evolution moteur de recommandation - lot 1,WBan,JDO,BES,5 - No follow,0.0,Oui,NA,30.0,NA,NA,NA,NA,NA,"Closing2016/0411 : Retour semaine du 7 novembre
08/11 - JDO : Retour client qui souhaite partager un bilan des premiers tests avant de lancer la suite des travaux. Diminution de la probabilité à 40%",NA,Data,Banque,BPCE,0.0,0.0,2016-10-05T00:00:00Z,2016-10-08T00:00:00Z,2016-10-19T00:00:00Z,NA,2017-01-17T00:00:00Z,17.0,2017-04-23
BPCE - Caisse d'Epargne,IIF - Design Fiction nouveaux métiers,WIES,MLN,ORE,3 - Emise,0.2,Oui,NA,15.0,NA,NA,NA,NA,NA,NA,2017-02-15T00:00:00Z,Digital Innovation,Banque,BPCE,3.0,3.0,NA,NA,2017-02-14T00:00:00Z,NA,NA,17.0,2017-04-23
BSCC,DIP - Reporting décideur,WBT,OGR,OGR,2 - A émettre,0.8,Non,LPCxxx,100.0,NA,NA,NA,0.0,NA,Capacité à monter à 60% de proba si on identifie le dispositif adequat,2017-04-19T00:00:00Z,Transformation,Para-public,La Poste,80.0,80.0,NA,2017-04-13T00:00:00Z,NA,NA,NA,17.0,2017-04-23
BSCC,Projet Facteur Graine,WBT,MSU,MMO,5 - No follow,0.0,Oui,NA,30.0,NA,NA,NA,NA,NA,NA,NA,ETM,Para-public,La Poste,0.0,0.0,2016-12-05T00:00:00Z,NA,NA,NA,2017-04-06T00:00:00Z,17.0,2017-04-23
BSCC,Suites Cadrage Marketplace,WBT,MMO,MMO,5 - No follow,0.0,Oui,NA,30.0,NA,NA,NA,NA,NA,A statuer suite à réunion MSU du 9/12,NA,Digital Innovation,Para-public,La ¨Poste,0.0,0.0,NA,NA,NA,NA,2017-02-15T00:00:00Z,17.0,2017-04-23
BSCC,Ferme T2 2017,WBT,ASA,OGR,4 - Gagnée,1.0,Oui,LPC028,102.0,NA,NA,NA,NA,NA,NA,2017-03-15T00:00:00Z,Transformation,Para-public,La Poste,102.0,102.0,2016-12-13T00:00:00Z,NA,NA,2017-03-20T00:00:00Z,NA,17.0,2017-04-23
BSCC,Ferme T2 2017 - Complément : ASA : ITaaS Airmis,WBT,ASA,OGR,4 - Gagnée,1.0,Oui,LPC028,NA,24.0,NA,NA,NA,NA,NA,2017-04-04T00:00:00Z,Transformation,Para-public,La Poste,24.0,0.0,2017-03-01T00:00:00Z,NA,2017-03-24T00:00:00Z,2017-04-04T00:00:00Z,NA,17.0,2017-04-23
BSCC,Ferme T2 2017 - Complément : JPG : Socle 62K + ASA : archi projet 79K ,WBT,ASA,OGR,4 - Gagnée,1.0,Oui,LPC028,136.0,5.0,NA,NA,NA,NA,NA,2017-04-21T00:00:00Z,Transformation,Para-public,La Poste,141.0,136.0,2017-03-01T00:00:00Z,NA,2017-04-21T00:00:00Z,2017-04-21T00:00:00Z,NA,17.0,2017-04-23
BSCC,Prévi T2 2017,WBT,ASA,OGR,2 - A émettre,0.8,Oui,LPC028,30.0,NA,NA,NA,NA,NA,NA,2017-05-31T00:00:00Z,Transformation,Para-public,La Poste,24.0,24.0,2016-11-22T00:00:00Z,2017-03-01T00:00:00Z,2017-03-15T00:00:00Z,NA,NA,17.0,2017-04-23
